       3.6888251       3.8034175       3.8518289       3.8482691       3.8141218       3.7724948       3.7435513       3.7414366       3.7725551       3.8345209       3.9153764       3.9934108       4.0386927       4.0176753       3.9012757       3.6745772       3.3439841       2.9374982       2.4969575       2.0657260       1.6777506       1.3522692       1.0945821       0.9003955       0.7607735       0.6658909       0.6071425       0.5779300       0.5736341       0.5911572       0.6282547       0.6827747       0.7519219       0.8317195       0.9168857       1.0012735       1.0788224       1.1447097       1.1962534       1.2332155       1.2574356       1.2720064       1.2803268       1.2853126       1.2889078       1.2919133       1.2940816       1.2944102       1.2915576       1.2842981       1.2719175
       3.7509908       3.8666882       3.9129317       3.9049945       3.8656963       3.8195535       3.7878460       3.7854423       3.8190640       3.8862113       3.9742908       4.0603052       4.1123535       4.0944925       3.9754720       3.7393408       3.3932770       2.9677946       2.5080710       2.0603824       1.6602846       1.3271910       1.0655963       0.8700310       0.7304640       0.6362594       0.5783086       0.5497599       0.5459187       0.5637338       0.6010867       0.6559941       0.7258271       0.8067225       0.8934122       0.9796456       1.0591662       1.1269273       1.1800672       1.2182614       1.2433632       1.2585514       1.2673408       1.2727567       1.2768224       1.2803786       1.2831787       1.2841901       1.2820232       1.2754020       1.2635756
       3.7071633       3.8167242       3.8561984       3.8416491       3.7966926       3.7464570       3.7125910       3.7101425       3.7459003       3.8173401       3.9116693       4.0053526       4.0654682       4.0546117       3.9400004       3.7047138       3.3560844       2.9259616       2.4614572       2.0105137       1.6094800       1.2776344       1.0187645       0.8265588       0.6902993       0.5989168       0.5430985       0.5159522       0.5128474       0.5308642       0.5680618       0.6226620       0.6922431       0.7731107       0.8600874       0.9469108       1.0272228       1.0958313       1.1497448       1.1885676       1.2141509       1.2297248       1.2388801       1.2447170       1.2493180       1.2535597       1.2572071       1.2592175       1.2581738       1.2527645       1.2422042
       3.5729235       3.6706401       3.7000975       3.6778277       3.6275907       3.5743497       3.5394205       3.5375356       3.5753376       3.6503757       3.7500765       3.8510759       3.9203299       3.9198591       3.8159380       3.5907033       3.2510015       2.8288559       2.3719838       1.9288804       1.5360335       1.2124205       0.9613145       0.7759332       0.6452704       0.5581660       0.5053592       0.4800899       0.4778982       0.4960547       0.5328252       0.5866526       0.6553374       0.7353819       0.8217434       0.9082083       0.9883846       1.0569964       1.1109665       1.1498470       1.1754835       1.1911365       1.2004457       1.2065629       1.2116154       1.2165139       1.2210451       1.2241732       1.2244732       1.2206117       1.2117727
       3.3744364       3.4569521       3.4749768       3.4451793       3.3908871       3.3362592       3.3017278       3.3013443       3.3414639       3.4198096       3.5243698       3.6325160       3.7117902       3.7243263       3.6358901       3.4276412       3.1053668       2.7003037       2.2597388       1.8319238       1.4530946       1.1419241       0.9014173       0.7246611       0.6006853       0.5184932       0.4690526       0.4458463       0.4446460       0.4629407       0.4992093       0.5521103       0.6196578       0.6985455       0.7838708       0.8694865       0.9489943       1.0170681       1.0705750       1.1090374       1.1343052       1.1496697       1.1588134       1.1649317       1.1701925       1.1755422       1.1807975       1.1849424       1.1865583       1.1843017       1.1773310
       3.1416637       3.2080573       3.2149683       3.1789042       3.1223308       3.0681712       3.0356351       3.0378928       3.0809608       3.1628314       3.2722931       3.3878179       3.4779730       3.5054067       3.4355826       3.2485625       2.9486121       2.5655214       2.1455246       1.7362451       1.3735838       1.0760613       0.8466781       0.6786570       0.5612745       0.4838397       0.4376320       0.4164185       0.4162185       0.4347379       0.4706559       0.5228246       0.5894420       0.6673580       0.7517744       0.8365801       0.9153526       0.9827125       1.0354844       1.0731838       1.0976924       1.1123566       1.1209198       1.1266336       1.1317137       1.1371483       1.1427897       1.1476492       1.1503225       1.1494634       1.1442094
       2.9022618       2.9535636       2.9509244       2.9104643       2.8535375       2.8016265       2.7725972       2.7787018       2.8256529       2.9118017       3.0268705       3.1505956       3.2527284       3.2965228       3.2470883       3.0831554       2.8071063       2.4469312       2.0476201       1.6562052       1.3084730       1.0230849       0.8032992       0.6426535       0.5307649       0.4572779       0.4137777       0.3942955       0.3950741       0.4140122       0.4499638       0.5019413       0.5682807       0.6459273       0.7301124       0.8146828       0.8931253       0.9599670       1.0119831       1.0487075       1.0720982       1.0856077       1.0930858       1.0978736       1.1022559       1.1072727       1.1128153       1.1179231       1.1212066       1.1213186       1.1173793
       2.6777930       2.7162550       2.7062659       2.6634262       2.6079029       2.5597365       2.5355107       2.5466576       2.5986901       2.6904052       2.8125111       2.9460065       3.0617444       3.1233915       3.0953926       2.9547727       2.7017157       2.3623075       1.9804764       1.6030801       1.2662888       0.9893272       0.7759748       0.6201879       0.5119148       0.4410709       0.3994683       0.3813321       0.3830742       0.4027473       0.4393464       0.4920054       0.5591410       0.6377089       0.7228587       0.8082704       0.8872250       0.9540783       1.0055321       1.0411663       1.0630809       1.0749140       1.0806957       1.0839126       1.0869529       1.0909235       1.0957563       1.1005129       1.1038110       1.1042981       1.1010773
       2.4825009       2.5109073       2.4958989       2.4525193       2.3998171       2.3565431       2.3381933       2.3555726       2.4141502       2.5132610       2.6446033       2.7903244       2.9221157       3.0036284       2.9980904       2.8802730       2.6478222       2.3249672       1.9550444       1.5854734       1.2535571       0.9796374       0.7682984       0.6139685       0.5068432       0.4369710       0.3962559       0.3790087       0.3817362       0.4025956       0.4406865       0.4952218       0.5646312       0.6457737       0.7335683       0.8213551       0.9020467       0.9697137       1.0209447       1.0554023       1.0754182       1.0849282       1.0882473       1.0890873       1.0899877       1.0921429       1.0955250       1.0992054       1.1017947       1.1019234       1.0986738
       2.3239321       2.3451042       2.3272253       2.2848257       2.2360070       2.1984823       2.1869365       2.2117996       2.2786907       2.3875919       2.5311831       2.6925909       2.8439655       2.9483318       2.9669222       2.8714999       2.6567263       2.3450733       1.9799523       1.6103472       1.2756805       0.9981130       0.7833665       0.6263770       0.5174530       0.4465864       0.4055953       0.3887406       0.3925336       0.4151814       0.4558500       0.5137853       0.5873511       0.6731761       0.7657587       0.8578736       0.9418519       1.0113299       1.0627335       1.0958591       1.1133927       1.1197177       1.1195731       1.1170005       1.1147537       1.1141394       1.1151680       1.1169034       1.1179265       1.1168334       1.1126776
